starting_grid,laps,total_laptime,fastestLapTime,fastestLapSpeed,pitstop_count,pitstop_duration,average_quali,lastest_standing,result_position
14,63,1740.853,77.8,227.248,2,29.934,75.5,7,0
15,63,1741.563,78.4,225.528,2,30.566,75.65,13,0
16,63,1745.335,78.8,224.206,1,30.422,75.9,17,0
6,63,1769.684,76.2,231.991,2,29.552,74.9,3,0
6,58,2539.3,99.4,193.302,1,23.86,117.6333333,6,1
3,58,2570.933,100.4,191.417,1,25.163,117.0,12,1
11,58,2571.26,99.7,192.819,1,24.022,119.3,8,1
12,58,2573.158,100.0,192.242,2,23.687,120.6,11,0
15,58,2573.663,98.8,194.592,2,23.537,121.45,4,0
2,58,2584.173,98.4,195.231,2,22.518,111.9666667,3,0
4,58,2585.784,99.1,193.915,2,22.49,114.0333333,5,0
14,58,2600.559,96.8,198.508,1,22.684,121.05,1,0
1,58,2611.653,99.9,192.319,2,23.65,116.2333333,10,0
5,58,2634.76,100.7,190.875,2,23.208,117.1666667,13,0
1,57,3587.5,92.9,209.803,1,19.4,87.73333333,3,1
3,57,3588.754,92.0,211.741,1,19.40833333,88.2,1,1
4,57,3595.505,93.7,207.967,1,19.36,88.56666667,10,1
9,57,3598.837,93.6,208.18,1,19.23166667,88.96666667,7,0
15,57,3599.287,93.4,208.575,1,19.28833333,89.0,5,0
8,57,3599.442,94.8,205.482,1,19.34166667,88.8,16,0
6,57,3606.868,92.8,209.887,1,19.32833333,88.66666667,2,0
2,57,3607.18,93.4,208.706,1,19.32,88.16666667,4,0
7,57,3610.303,94.4,206.49,1,19.34833333,88.83333333,13,0
5,87,1875.1,56.8,224.599,1,24.214,53.93333333,3,1
11,87,1885.618,57.3,222.402,1,24.414,54.15,12,1
10,87,1886.969,57.4,222.255,1,24.684,54.2,14,1
8,87,1887.68,57.2,223.122,1,24.162,54.1,9,0
7,87,1888.43,57.0,223.85,1,24.474,54.1,6,0
12,87,1888.942,57.1,223.548,2,23.645,54.3,8,0
6,87,1889.634,57.0,223.764,1,24.101,54.03333333,7,0
1,87,1890.489,56.6,225.497,1,24.552,53.7,2,0
2,87,1893.656,55.4,230.214,4,24.235,53.8,1,0
19,87,1894.641,57.3,222.713,2,24.245,54.45,11,0
9,87,1895.627,57.2,222.908,2,24.577,54.1,10,0
13,87,1897.711,56.9,224.141,3,24.809,54.25,5,0
14,87,1899.211,56.9,224.212,2,24.551,54.45,4,0
18,87,1901.253,57.4,222.305,2,24.401,55.0,13,0
15,87,1907.47,57.5,221.76,2,25.466,54.7,16,0
17,87,1908.774,57.4,222.24,1,24.863,54.9,15,0
20,87,1911.958,57.7,220.892,3,25.78,55.4,17,0
1,55,2188.6,101.0,198.046,1,21.289,95.6,2,1
2,55,2204.576,101.1,197.707,1,21.587,95.5,3,1
3,55,2207.015,101.4,197.144,1,22.406,95.43333333,5,1
5,55,2208.587,101.2,197.52,1,21.508,95.8,4,0
4,55,2249.329,102.0,196.092,1,21.84,95.76666667,12,0
6,55,2254.262,101.9,196.125,1,22.14,96.16666667,11,0
11,55,2262.348,100.9,198.109,1,22.123,96.55,1,0
9,55,2278.318,102.5,195.116,1,22.0,96.33333333,15,0
10,55,2289.669,102.9,194.32,1,21.615,96.6,18,0
8,55,2291.338,101.9,196.281,1,22.036,96.2,9,0
2,56,1923.9,94.0,207.235,2,24.076,90.03333333,4,1
1,56,1924.645,93.2,208.984,2,23.848,89.93333333,2,1
3,56,1961.283,92.1,211.566,1,24.262,90.33333333,1,1
7,56,1970.366,94.4,206.398,1,24.899,90.33333333,6,0
0,56,1975.947,94.0,207.334,1,23.993,90.95,3,0
4,56,1982.99,95.0,205.112,2,24.176,90.13333333,11,0
6,56,1989.904,94.9,205.233,2,24.655,90.3,10,0
8,56,1991.0,94.5,206.151,2,24.341,90.63333333,7,0
13,56,2009.592,94.8,205.603,2,24.328,90.9,8,0
10,56,2010.613,94.9,205.378,1,24.884,90.83333333,9,0
14,56,2012.764,95.2,204.672,2,24.046,91.35,14,0
3,63,154.6,77.5,227.96,2,27.02333333,74.83333333,2,1
1,63,176.6,76.7,230.403,4,1.098333333,74.66666667,1,1
7,63,178.302,78.3,225.819,2,26.41666667,74.86666667,3,1
4,63,180.179,78.4,225.473,2,26.825,74.96666667,6,0
11,63,181.636,78.5,225.154,2,26.37,75.3,7,0
6,63,205.82,79.3,222.739,2,26.24666667,75.16666667,12,0
2,66,2071.4,80.9,206.971,2,22.164,78.43333333,4,1
3,66,2100.548,80.7,207.581,2,22.104,78.96666667,3,1
1,66,2104.93,79.9,209.738,1,21.377,78.5,1,1
4,66,2111.135,80.6,207.715,1,21.89,79.0,2,0
7,66,2122.769,81.7,205.038,1,21.407,78.8,7,0
8,66,2127.181,81.5,205.541,1,21.323,79.16666667,6,0
6,66,2135.149,81.9,204.562,1,21.275,78.9,8,0
13,66,2136.208,81.0,206.718,1,21.452,79.6,5,0
16,66,2146.769,82.0,204.31,1,21.965,79.8,10,0
9,66,2147.863,82.0,204.243,1,21.353,79.36666667,11,0
5,66,2150.355,82.3,203.471,1,22.029,79.03333333,14,0
1,66,1987.7,80.7,208.64,2,22.078,77.36666667,5,1
2,66,2003.541,78.1,215.357,2,21.592,77.26666667,1,1
3,66,2014.31,79.4,211.884,2,21.638,77.33333333,2,1
4,66,2042.316,80.5,209.174,1,21.613,77.73333333,4,0
8,66,2051.371,79.5,211.743,2,21.345,77.86666667,3,0
7,66,2061.468,81.9,205.612,2,21.762,77.86666667,10,0
6,66,2062.37,81.6,206.33,1,21.779,77.83333333,9,0
2,78,2336.8,74.6,160.929,1,23.746,70.8,6,1
4,78,2345.768,74.6,160.989,1,24.15,70.9,5,1
5,78,2356.227,74.7,160.883,1,23.874,70.96666667,7,1
9,78,2357.29,74.6,161.138,1,24.548,71.4,3,0
8,78,2389.391,75.3,159.503,1,24.369,71.6,11,0
6,78,2390.696,75.4,159.3,1,24.428,71.23333333,14,0
7,78,2405.031,72.9,164.769,1,23.783,71.26666667,1,0
6,51,816.4,104.7,206.432,2,15.277,101.8333333,2,1
11,51,817.785,104.9,206.032,2,14.945,102.35,4,1
4,51,819.162,105.2,205.386,2,15.085,101.9333333,6,1
1,51,820.228,105.4,205.071,2,15.092,101.7,8,0
9,51,821.154,105.3,205.18,2,15.866,101.9,7,0
8,51,822.782,105.6,204.601,3,15.432,102.4666667,11,0
7,51,823.024,104.9,205.936,2,14.943,102.1333333,5,0
5,51,824.109,105.7,204.454,2,15.119,101.8,13,0
13,51,825.274,105.7,204.428,2,14.994,102.45,14,0
14,51,825.976,105.6,204.645,2,15.064,102.75,10,0
10,51,827.664,105.7,204.521,1,20.356,102.5,12,0
17,51,830.641,107.6,200.799,4,15.058,104.2,18,0
18,51,830.715,107.7,200.569,4,15.054,104.2,19,0
2,51,834.068,104.8,206.27,2,15.432,101.5333333,3,0
16,51,859.779,106.6,202.712,1,22.149,103.1,17,0
1,53,1645.8,96.4,218.156,1,29.803,90.7,1,1
2,53,1648.704,97.4,215.903,1,30.263,90.73333333,5,1
4,53,1654.611,96.7,217.504,1,29.682,91.0,2,1
3,53,1660.418,97.0,216.905,1,30.572,90.93333333,3,0
8,53,1709.832,97.4,215.87,1,30.531,91.5,6,0
10,53,1721.657,98.3,213.896,1,29.951,91.73333333,14,0
6,53,1722.396,98.1,214.378,1,30.781,91.4,11,0
9,53,1723.495,97.6,215.382,1,31.288,91.66666667,7,0
12,53,1725.466,97.1,216.508,1,31.069,91.95,4,0
5,53,1745.137,98.9,212.584,1,30.534,91.33333333,18,0
1,71,1338.9,68.0,228.542,1,20.936,64.23333333,3,1
2,71,1374.643,67.1,231.811,1,21.219,64.43333333,1,1
5,71,1385.807,68.6,226.537,1,21.752,64.3,5,1
4,71,1386.334,67.9,228.956,2,20.961,64.33333333,2,0
1,71,1434.5,66.2,234.815,1,21.09,63.93333333,1,1
5,71,1452.473,68.4,227.349,1,21.071,64.33333333,6,1
2,71,1454.519,68.5,227.027,1,26.474,64.16666667,10,1
4,71,1480.952,68.1,228.177,1,21.005,64.26666667,3,0
10,71,1491.644,67.8,229.402,1,21.431,64.6,2,0
3,71,1492.415,68.2,227.956,1,21.735,64.43333333,5,0
13,71,1494.895,68.8,225.876,1,21.151,64.85,14,0
12,71,1495.695,68.7,226.277,1,21.143,64.75,13,0
6,71,1496.344,68.1,228.11,2,20.85,64.43333333,4,0
2,52,3503.3,89.7,236.43,1,34.14,86.3,2,1
4,52,3507.171,90.6,234.159,2,28.433,86.93333333,5,1
3,52,3514.425,90.5,234.275,2,28.209,86.86666667,4,1
5,52,3531.873,91.4,231.979,2,31.706,87.16666667,9,0
6,52,3545.924,91.3,232.325,2,28.817,87.1,8,0
10,52,3546.754,91.2,232.48,1,34.31833333,87.03333333,7,0
7,52,3575.393,91.7,231.276,2,29.743,87.4,10,0
14,52,3577.589,92.0,230.537,2,28.213,87.85,12,0
9,52,3579.462,92.2,229.992,2,28.772,87.35,14,0
16,52,3585.365,90.8,233.497,2,29.134,88.0,6,0
11,52,3588.627,90.3,234.945,3,28.18,87.45,3,0
8,70,283.2,81.4,193.704,3,21.642,76.96666667,5,1
1,70,285.936,78.7,200.363,4,21.208,76.13333333,2,1
15,70,298.218,81.4,193.699,3,21.951,76.6,6,1
9,70,298.851,80.4,196.264,3,21.523,76.76666667,3,0
5,70,346.814,78.4,201.183,3,21.295,76.6,1,0
16,70,359.003,82.5,191.286,3,21.819,77.9,10,0
18,70,361.11,82.8,190.406,3,22.704,78.0,14,0
17,70,362.294,82.1,192.074,3,22.186,77.9,9,0
3,70,363.444,80.9,194.843,5,20.848,75.9,4,0
1,72,1805.4,73.3,209.244,2,18.578,69.33333333,3,1
2,72,1826.332,71.1,215.654,2,18.868,69.56666667,1,1
3,72,1861.86,72.5,211.338,1,18.873,69.73333333,2,1
2,53,1314.4,84.8,245.894,1,23.812,80.56666667,1,1
3,53,1316.147,85.0,245.434,1,24.168,80.33333333,3,1
19,53,1319.321,84.8,245.85,1,24.308,80.1,2,1
5,53,1321.709,85.3,244.433,1,24.557,80.83333333,6,0
8,53,1323.123,85.2,244.901,1,23.906,80.93333333,4,0
6,53,1324.935,85.6,243.747,1,24.283,80.8,8,0
9,53,1330.204,85.9,242.912,1,24.846,81.2,13,0
10,53,1331.601,85.5,243.995,1,24.797,81.3,7,0
14,53,1334.142,85.8,242.963,1,24.156,81.65,11,0
12,53,1335.268,85.6,243.727,1,30.333,81.3,9,0
13,53,1338.143,86.0,242.63,1,24.168,81.9,16,0
11,53,1339.021,85.9,242.672,1,25.157,81.15,15,0
7,53,1341.616,85.7,243.295,2,30.551,80.9,10,0
17,53,1344.169,85.8,242.924,1,24.501,82.5,12,0
18,53,1365.488,86.7,240.52,1,24.714,82.2,17,0
4,53,1841.0,97.6,215.76,1,29.878,105.0666667,2,1
2,53,1903.475,99.3,212.024,2,30.677,105.6333333,12,1
5,53,1906.607,99.1,212.388,2,31.016,106.3,9,0
16,53,1908.533,98.2,214.352,2,29.569,105.4666667,3,0
6,53,1922.321,98.7,213.331,1,30.157,105.8666667,6,0
1,53,1928.224,97.4,216.096,1,29.824,105.0,1,0
13,53,1929.955,100.3,209.921,1,30.102,109.6,16,0
8,53,1931.076,99.2,212.193,2,32.313,105.8666667,10,0
3,53,1941.551,100.6,209.28,1,30.665,105.9,18,0
7,53,1947.198,100.5,209.555,1,30.241,106.5666667,17,0
1,58,1864.1,90.4,212.5,1,22.962,83.86666667,1,1
2,58,1878.684,92.8,207.169,1,22.442,83.83333333,9,1
6,58,1897.571,92.5,207.841,1,22.463,84.23333333,4,1
3,58,1901.914,92.7,207.218,1,23.646,84.06666667,8,0
11,58,1905.912,92.8,207.16,1,22.684,83.53333333,10,0
4,58,1908.392,92.8,207.046,1,29.31,83.93333333,11,0
7,58,1911.313,92.4,207.87,1,23.239,84.56666667,3,0
19,58,1915.626,91.9,209.057,1,28.353,85.2,2,0
8,58,1946.118,92.6,207.506,1,35.509,84.8,6,0
1,56,2076.6,99.1,200.278,1,23.727,93.6,2,1
2,56,2077.933,98.5,201.521,2,23.676,93.83333333,1,1
3,56,2118.823,99.6,199.333,2,23.604,93.9,4,1
4,56,2128.846,99.3,199.861,2,23.805,93.9,3,0
6,56,2153.454,100.3,197.785,2,24.036,94.26666667,8,0
9,56,2156.728,100.1,198.176,2,23.619,94.03333333,6,0
5,56,2160.145,100.4,197.722,1,23.414,94.16666667,9,0
7,56,2160.995,100.2,198.016,1,24.385,94.13333333,7,0
3,71,2319.1,79.0,196.134,1,21.908,76.5,2,1
2,71,2335.655,79.8,194.116,1,22.373,76.56666667,4,1
4,71,2336.852,79.5,194.976,1,22.114,76.8,3,1
5,71,2382.945,80.5,192.453,1,22.549,76.8,7,0
8,71,2400.137,80.7,192.083,1,22.085,76.83333333,9,0
10,71,1942.9,72.0,215.503,1,17.91,68.23333333,2,1
2,71,1953.396,72.5,214.005,2,17.807,68.73333333,3,1
1,71,1956.476,72.5,213.887,2,17.837,68.63333333,4,1
4,71,1982.84,71.0,218.453,2,18.136,68.9,1,0
6,71,1992.417,72.8,213.018,2,17.771,69.03333333,7,0
3,71,1994.72,72.7,213.346,2,18.373,68.93333333,6,0
1,57,1468.5,85.1,227.633,1,25.235,81.46666667,2,1
7,57,1494.243,83.2,232.799,2,25.175,81.76666667,1,1
3,57,1527.957,86.7,223.437,1,25.991,82.0,10,1
11,57,1530.806,85.6,226.227,1,25.419,82.35,3,0
9,57,1549.07,87.1,222.464,1,25.517,82.2,13,0
12,57,1549.774,87.4,221.713,1,26.157,82.55,17,0
5,57,1550.411,86.6,223.726,1,25.639,82.1,9,0
13,57,1551.626,86.6,223.765,1,25.799,82.6,8,0
1,50,375.1,90.7,244.962,2,16.59833333,87.9,1,1
3,50,386.925,91.5,242.943,1,16.60666667,88.0,3,1
2,50,402.631,91.4,243.155,2,16.59833333,87.93333333,2,1
9,50,402.733,91.8,242.125,1,16.61833333,88.66666667,6,0
11,50,415.221,92.7,239.725,1,16.61666667,88.45,11,0
6,50,416.713,92.3,240.813,1,16.69666667,88.26666667,9,0
4,50,419.575,91.6,242.643,2,16.65833333,88.3,4,0
15,50,421.706,91.9,241.983,1,16.74333333,100.95,7,0
10,50,433.605,92.9,239.34,1,16.74833333,88.76666667,15,0
7,50,436.458,91.9,241.817,2,16.955,88.26666667,8,0
18,50,452.312,92.8,239.498,2,17.015,89.4,14,0
16,50,458.349,92.8,239.635,2,16.955,89.2,12,0
1,58,1817.3,86.1,220.8,1,21.152,82.73333333,1,1
2,58,1819.556,86.6,219.495,1,21.595,82.8,3,1
5,58,1822.473,87.6,216.982,1,22.213,83.26666667,9,1
8,58,1822.992,87.5,217.285,2,21.909,83.33333333,7,0
12,58,1823.831,87.3,217.668,2,21.92,83.75,6,0
6,58,1824.763,86.9,218.871,1,21.669,83.1,5,0
3,58,1876.5,86.8,219.123,1,21.38,83.26666667,4,0
11,58,1879.008,87.6,217.01,1,21.304,83.65,8,0
9,58,1881.326,88.2,215.431,1,21.677,83.53333333,10,0
7,58,1883.357,88.4,214.983,2,21.173,83.26666667,12,0
15,58,1884.827,88.3,215.299,1,21.221,84.25,11,0
1,57,2253.6,94.6,206.018,2,24.527,91.0,1,1
3,57,2259.198,95.7,203.501,3,24.287,91.03333333,3,1
5,57,2263.275,96.2,202.469,1,25.201,91.5,5,1
9,57,2264.811,96.3,202.313,2,25.334,91.93333333,6,0
7,57,2268.354,96.6,201.641,1,25.478,91.76666667,8,0
6,57,2269.719,96.6,201.691,2,25.156,91.73333333,7,0
11,57,2273.023,97.1,200.63,3,24.233,91.9,14,0
16,57,2273.986,97.1,200.642,3,24.188,92.7,13,0
8,57,2275.99,96.7,201.412,3,24.508,92.03333333,10,0
15,57,2276.664,96.7,201.512,2,25.291,93.0,9,0
12,57,2286.174,97.0,200.948,1,25.214,92.2,11,0
19,57,2299.473,97.1,200.555,3,25.039,93.0,15,0
14,57,2307.532,97.4,200.125,1,24.874,92.7,18,0
18,57,2308.575,97.3,200.318,2,24.885,92.9,16,0
13,57,2309.935,97.0,200.882,1,24.568,92.1,12,0
20,57,2315.395,98.3,198.3,1,24.457,93.6,20,0
17,57,2317.429,98.2,198.401,3,25.748,92.8,19,0
4,50,1459.3,91.8,242.191,1,20.731,88.76666667,2,1
2,50,1459.849,91.6,242.556,1,21.038,88.66666667,1,1
3,50,1467.397,91.9,241.841,1,21.521,88.66666667,3,1
1,50,1470.1,92.0,241.481,1,20.481,88.93333333,4,0
6,50,1492.032,92.8,239.454,1,21.415,89.46666667,7,0
5,50,1515.317,93.1,238.729,1,21.141,89.6,9,0
11,50,1515.424,92.8,239.629,1,20.383,89.85,5,0
9,50,1522.246,93.5,237.796,1,22.82,89.53333333,10,0
10,50,1523.608,92.8,239.562,1,22.374,89.63333333,6,0
15,50,1533.248,93.0,239.001,1,21.788,90.3,8,0
12,50,1541.515,93.9,236.642,2,15.103,89.9,13,0
17,50,1551.042,93.7,237.332,1,21.425,90.5,11,0
1,58,1666.5,80.3,236.74,1,17.973,78.46666667,1,1
3,58,1687.024,81.1,234.305,1,17.434,78.43333333,3,1
6,58,1692.093,81.5,233.152,1,18.479,79.13333333,4,1
5,58,1695.043,81.9,232.039,1,17.877,79.1,7,0
4,58,1719.803,82.2,231.018,1,17.556,79.03333333,8,0
7,58,1720.237,82.5,230.449,1,18.15,79.26666667,9,0
8,58,1728.183,82.5,230.399,1,19.128,79.26666667,10,0
12,58,1734.939,81.7,232.707,1,18.413,79.35,5,0
11,58,1742.721,82.7,229.669,1,18.926,79.4,13,0
20,58,1745.882,82.6,230.064,1,19.845,80.1,12,0
14,58,1748.195,82.5,230.198,1,18.38,80.05,11,0
1,63,1928.0,78.4,225.281,2,29.942,82.03333333,1,1
3,63,1944.527,78.9,223.845,2,29.627,82.96666667,3,1
5,63,1962.834,80.9,218.439,1,30.07,82.86666667,7,1
11,63,1970.506,81.0,218.28,1,31.079,80.6,8,0
7,63,1971.181,80.8,218.831,1,40.957,83.66666667,6,0
2,63,1984.072,78.6,224.914,2,30.042,82.4,2,0
12,63,1989.11,80.5,219.412,1,30.372,80.5,5,0
13,63,1998.892,81.2,217.61,1,30.484,83.83333333,9,0
8,63,2003.26,81.2,217.538,1,33.765,83.06666667,10,0
3,57,2064.3,91.4,213.255,1,18.798,89.33333333,1,1
1,57,2068.086,91.5,212.959,1,19.697,89.13333333,2,1
2,57,2072.529,91.8,212.258,1,22.063,89.6,3,1
4,57,2074.938,91.8,212.191,2,18.433,89.6,4,0
12,57,2082.882,92.2,211.325,1,19.035,90.35,5,0
6,57,2085.668,92.9,209.629,1,18.82,89.93333333,7,0
5,57,2089.373,93.2,209.083,1,19.614,90.03333333,10,0
18,57,2096.665,93.4,208.494,1,20.059,91.3,15,0
0,57,2101.326,93.3,208.796,1,19.074,90.36666667,12,0
11,57,2101.428,93.3,208.753,1,21.638,90.3,13,0
9,57,2104.446,93.0,209.417,1,18.87,90.13333333,8,0
14,57,2105.202,93.3,208.901,2,19.28,90.45,11,0
19,57,2114.236,94.2,206.896,1,19.185,91.3,18,0
15,57,2137.605,92.5,210.565,1,20.413,90.5,6,0
2,66,2240.5,85.5,196.943,3,21.941,79.46666667,4,1
5,66,2253.572,84.1,200.099,2,21.619,79.86666667,1,1
4,66,2273.427,84.6,198.851,2,22.039,79.7,3,1
3,66,2285.708,86.0,195.731,2,21.867,79.53333333,7,0
6,66,2295.034,84.3,199.755,2,22.105,79.86666667,2,0
7,66,2300.476,86.4,194.802,2,22.541,80.03333333,8,0
12,66,2315.897,85.9,195.845,3,22.033,80.75,6,0
11,66,2323.735,85.6,196.568,1,21.916,80.65,5,0
3,64,3390.3,76.0,158.01,3,19.535,72.2,4,1
2,64,3391.454,76.4,157.197,2,19.58,72.1,7,1
4,64,3391.791,76.1,157.96,3,19.59333333,72.26666667,5,1
1,64,3393.222,76.2,157.552,3,19.61333333,71.96666667,6,0
6,64,3402.268,76.8,156.36,2,19.625,72.5,8,0
5,64,3402.531,74.7,160.834,3,19.71666667,72.33333333,1,0
7,64,3436.658,75.9,158.314,2,19.70166667,72.76666667,3,0
8,64,3440.688,77.2,155.605,3,19.77166667,72.86666667,9,0
12,64,3442.825,77.6,154.809,2,19.77833333,73.2,14,0
9,64,3443.836,77.6,154.893,3,19.49166667,72.86666667,12,0
17,64,3444.589,77.3,155.321,3,19.49166667,73.7,10,0
10,64,3445.944,77.6,154.867,2,19.775,72.76666667,13,0
14,64,3447.935,77.5,154.945,2,19.47833333,73.15,11,0
18,64,3451.102,77.7,154.665,4,19.58333333,73.7,15,0
3,51,2045.9,106.1,203.779,2,20.722,102.2,2,1
2,51,2066.723,106.0,203.787,2,22.349,102.1,1,1
5,51,2091.895,107.2,201.636,2,20.527,103.2666667,4,1
7,51,2117.579,107.0,201.887,2,20.831,103.3333333,3,0
6,51,2123.199,108.5,199.143,1,22.698,103.0666667,16,0
9,51,2129.999,108.2,199.719,1,20.249,103.2333333,12,0
10,51,2134.496,108.0,200.12,1,20.571,103.5666667,8,0
12,51,2138.107,108.3,199.589,1,21.794,104.0,13,0
11,51,2138.456,108.0,200.105,1,21.443,103.8,9,0
13,51,2154.084,108.3,199.551,1,22.638,103.75,14,0
1,70,2181.8,75.8,207.012,2,23.704,85.73333333,2,1
3,70,2182.793,75.7,207.258,1,24.215,86.7,1,1
4,70,2188.806,76.2,206.12,2,23.841,87.4,4,1
8,70,2194.113,76.4,205.443,1,23.951,87.26666667,5,0
19,70,2196.968,75.9,206.843,1,26.199,93.0,3,0
7,70,2205.69,77.1,203.6,2,23.945,87.53333333,9,0
17,70,2220.022,77.4,202.782,1,25.252,95.5,10,0
9,70,2224.847,77.9,201.452,2,24.833,87.9,13,0
16,70,2226.045,78.0,201.39,1,23.406,94.5,15,0
12,70,2226.693,78.0,201.403,2,23.53,90.45,14,0
15,70,2226.983,77.8,201.768,1,23.557,94.5,12,0
14,70,2233.945,77.5,202.588,2,24.134,94.1,11,0
18,70,2241.778,78.5,199.893,1,24.02,95.7,18,0
5,70,2249.98,78.0,201.158,1,38.262,87.43333333,16,0
1,52,1070.3,90.8,233.53,3,28.435,100.9333333,2,1
4,52,1074.079,90.9,233.212,3,28.155,101.5333333,3,1
5,52,1076.525,90.5,234.312,3,28.996,101.1666667,1,1
3,52,1078.846,91.3,232.33,2,28.805,100.7666667,4,0
7,52,1079.871,91.6,231.501,2,28.733,101.9666667,5,0
6,52,1082.243,91.6,231.41,3,28.659,101.8,6,0
2,52,1089.077,92.4,229.633,4,28.709,100.3,8,0
19,52,1089.295,92.1,230.244,2,29.147,102.7,7,0
18,52,1092.656,92.5,229.343,3,28.54,102.7,10,0
17,52,1094.89,92.7,228.872,2,29.473,102.2,12,0
20,52,1096.447,92.4,229.571,2,28.632,103.4,9,0
10,52,1102.811,93.3,227.339,3,28.438,109.4666667,13,0
14,52,1103.117,92.6,228.914,4,29.345,103.15,11,0
13,52,1111.21,93.8,226.016,3,29.448,103.1,15,0
2,71,1464.3,67.6,230.01,2,21.319,65.23333333,2,1
1,71,1465.832,67.3,231.063,3,21.319,65.43333333,1,1
8,71,1505.517,69.0,225.286,2,22.697,68.26666667,5,1
4,71,1523.272,69.1,225.042,2,21.731,65.76666667,6,0
6,71,1532.736,69.6,223.476,1,21.755,66.06666667,10,0
2,53,1802.1,97.5,215.724,1,35.266,91.7,2,1
4,53,1812.687,97.7,215.333,1,37.189,92.36666667,4,1
6,53,1818.595,97.5,215.598,1,38.277,92.6,3,1
3,53,1819.41,97.8,215.086,1,38.061,91.93333333,5,0
